Protein.Group,Protein.Names,Genes,First.Protein.Description,N.Sequences,N.Proteotypic.Sequences,HYEA_rep111,HYEA_rep112,HYEA_rep113,HYEA_rep114,HYEB_rep111,HYEB_rep112,HYEB_rep113,HYEB_rep114
O15120,PLCB_HUMAN,AGPAT2,1-acyl-sn-glycerol-3-phosphate acyltransferase beta,1,1,,183187,,,140782,174663,108837,156710
O15126,SCAM1_HUMAN,SCAMP1,Secretory carrier-associated membrane protein 1,3,3,4407.26,,,5325.95,6776.31,7818.45,5251.2,2608.02
O15127,SCAM2_HUMAN,SCAMP2,Secretory carrier-associated membrane protein 2,2,2,,29762.2,,29349.4,20706.5,,,
O15143,ARC1B_HUMAN,ARPC1B,Actin-related protein 2/3 complex subunit 1B,2,2,413614,333429,417738,429997,412924,321056,449788,366438
O15144,ARPC2_HUMAN,ARPC2,Actin-related protein 2/3 complex subunit 2,8,8,514330,610235,574147,600084,542718,628747,521321,649250
O15145,ARPC3_HUMAN,ARPC3,Actin-related protein 2/3 complex subunit 3,2,2,371547,540422,395716,469480,411169,480928,413671,522853
O15160,RPAC1_HUMAN,POLR1C,DNA-directed RNA polymerases I and III subunit RPAC1,2,2,61038,78137.3,74810.1,22379.5,90637.5,116538,,109277
O15162,PLS1_HUMAN,PLSCR1,Phospholipid scramblase 1,1,1,,,,,,,,
O15164,TIF1A_HUMAN,TRIM24,Transcription intermediary factor 1-alpha,4,4,5312.22,11272.9,5262.3,8902.42,4133.72,8633.17,,5159.7
O15173,PGRC2_HUMAN,PGRMC2,Membrane-associated progesterone receptor component 2,3,2,685806,852337,725406,750619,722479,850616,717612,814747
O15182,CETN3_HUMAN,CETN3,Centrin-3,1,1,,,2053.3,4004.27,,,,
O15212,PFD6_HUMAN,PFDN6,Prefoldin subunit 6,4,4,294641,354912,324258,339511,328260,384086,374734,364197
O15213,WDR46_HUMAN,WDR46,WD repeat-containing protein 46,5,5,22684.7,22271.9,30225.6,32713.2,28868.1,28902.5,32361.5,35750.1
O15226,NKRF_HUMAN,NKRF,NF-kappa-B-repressing factor,9,9,62627.5,59700,61967.3,72445,54697.6,54016.1,54882.1,53109.5
O15228,GNPAT_HUMAN,GNPAT,Dihydroxyacetone phosphate acyltransferase,4,4,17539.4,,18380.5,18531.8,,13964.4,22467.8,
O15230,LAMA5_HUMAN,LAMA5,Laminin subunit alpha-5,5,5,,6602.23,3056.91,4694.76,2989.34,6454.25,2393.31,3415.51
O15231,ZN185_HUMAN,ZNF185,Zinc finger protein 185,6,6,2279.94,2740.07,2268.57,,3738.56,,1085.74,2188
O15235,RT12_HUMAN,MRPS12,Small ribosomal subunit protein uS12m,1,1,,4130.52,6759,3814.06,4929.19,7814.74,4932.35,5034.47
O15243,OBRG_HUMAN,LEPROT,Leptin receptor gene-related protein,1,1,,,,,,,,
O15258,RER1_HUMAN,RER1,Protein RER1,1,1,34376.8,26970.7,27059.8,,59943.6,,56591.1,70623.7
O15260,SURF4_HUMAN,SURF4,Surfeit locus protein 4,2,2,82039.8,120793,90367.1,128533,128433,164709,167326,184820
O15269,SPTC1_HUMAN,SPTLC1,Serine palmitoyltransferase 1,1,1,49091.2,32524.4,44348.1,72270.2,54245.1,,52292.2,44038.8
O15270,SPTC2_HUMAN,SPTLC2,Serine palmitoyltransferase 2,5,5,21299.3,16730.9,17703.6,18027.5,17544.2,21183.8,18613.5,19287
O15287,FANCG_HUMAN,FANCG,Fanconi anemia group G protein,1,1,,,,,,,,
O15294,OGT1_HUMAN,OGT,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,7,7,614580,706099,713516,652896,659176,722284,659742,709484
O15305,PMM2_HUMAN,PMM2,Phosphomannomutase 2,3,3,113604,169737,122375,145424,133254,108873,140429,182063
O15321,TM9S1_HUMAN,TM9SF1,Transmembrane 9 superfamily member 1,3,3,106216,110658,114699,107140,129589,142392,128982,123630
O15344,TRI18_HUMAN,MID1,E3 ubiquitin-protein ligase Midline-1,4,4,22788.9,31813.2,22448.1,27246.6,21083.6,35148.9,26996.7,13011.6
O15347,HMGB3_HUMAN,HMGB3,High mobility group protein B3,3,3,747790,882799,810514,858913,757585,883502,715451,791053
O15355,PPM1G_HUMAN,PPM1G,Protein phosphatase 1G,8,8,155891,182782,139139,138542,107218,123979,102787,172699
O15357,SHIP2_HUMAN,INPPL1,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",8,8,116788,117756,136487,133443,137315,157421,145362,139722
O15371,EIF3D_HUMAN,EIF3D,Eukaryotic translation initiation factor 3 subunit D,4,4,273554,304818,281273,341116,334935,342893,335265,338882
O15372,EIF3H_HUMAN,EIF3H,Eukaryotic translation initiation factor 3 subunit H,6,6,384375,418538,419281,415079,371250,423973,376321,412465
O15379,HDAC3_HUMAN,HDAC3,Histone deacetylase 3,2,2,,,,,2281.51,,,
O15381,NVL_HUMAN,NVL,Nuclear valosin-containing protein-like,7,7,18487.8,22191.9,20316.2,26440.6,12135.9,17370.3,24110.2,14773.9
O15382,BCAT2_HUMAN,BCAT2,"Branched-chain-amino-acid aminotransferase, mitochondrial",4,4,489959,681703,521201,534560,517924,713222,575010,780919
O15397,IPO8_HUMAN,IPO8,Importin-8,5,5,77662.1,80869.4,80501.6,69667.4,80194.1,84928.1,78366.6,103174
O15400,STX7_HUMAN,STX7,Syntaxin-7,3,3,12513.7,22557.4,15187.9,11349.9,,18300.8,10969.3,
O15403,MOT7_HUMAN,SLC16A6,Monocarboxylate transporter 7,2,2,,35762,,39386.7,,68478.9,21872.7,
O15427,MOT4_HUMAN,SLC16A3,Monocarboxylate transporter 4,5,5,511971,631169,495161,604490,557255,604330,532269,615996
O15431,COPT1_HUMAN,SLC31A1,High affinity copper uptake protein 1,1,1,,,,,,,,
O15438,MRP3_HUMAN,ABCC3,ATP-binding cassette sub-family C member 3,5,4,33624.4,26182.8,29164.8,27958,,36439.3,40855.6,42327.4
O15446,RPA34_HUMAN,POLR1G,DNA-directed RNA polymerase I subunit RPA34,3,3,47751.6,52415.4,64228.4,69744.4,60594.9,60591.8,69287.9,73466.8
O15460,P4HA2_HUMAN,P4HA2,Prolyl 4-hydroxylase subunit alpha-2,4,4,1626.72,,1599.15,2839.3,,1420.07,2730.93,1762.21
O15504,NUP42_HUMAN,NUP42,Nucleoporin NUP42,2,2,2130.02,1835.75,,,,,3704.58,2584.08
O15511,ARPC5_HUMAN,ARPC5,Actin-related protein 2/3 complex subunit 5,4,4,329836,379731,359674,334664,330192,404574,338260,471817
O15525,MAFG_HUMAN,MAFG,Transcription factor MafG,2,2,3233.34,,3745.79,4881.28,,,2986.13,3669.22
O15530;Q6A1A2,PDPK1_HUMAN;PDPK2_HUMAN,PDPK1;PDPK2P,3-phosphoinositide-dependent protein kinase 1,1,0,2834.65,,1203.75,,,,,
O15533,TPSN_HUMAN,TAPBP,Tapasin,1,1,28957.3,33423,25636.2,36851.3,29824.4,37240.1,26191.7,29328.1
O15541,R113A_HUMAN,RNF113A,E3 ubiquitin-protein ligase RNF113A,3,2,15707.3,13525.6,15439,14597.3,19750.5,17041.4,21439.3,33624.1
O15554,KCNN4_HUMAN,KCNN4,Intermediate conductance calcium-activated potassium channel protein 4,1,1,,,,,,,,
O43137,YB085_YEAST,YBR085C-A,Uncharacterized protein YBR085C-A,1,1,223877,314032,251416,296913,149392,143869,98557.5,131477
O43143,DHX15_HUMAN,DHX15,ATP-dependent RNA helicase DHX15,11,9,291080,396285,347093,384149,358579,395674,327883,422367
O43148,MCES_HUMAN,RNMT,mRNA cap guanine-N(7) methyltransferase,8,8,95181.3,75718,95456.7,91159.2,91085.3,105601,121420,119576
O43149,ZZEF1_HUMAN,ZZEF1,Zinc finger ZZ-type and EF-hand domain-containing protein 1,4,4,6630.62,12840.7,,5868,11200.8,,9092.89,9770.74
O43156,TTI1_HUMAN,TTI1,TELO2-interacting protein 1 homolog,5,5,34421,28400.2,44701.9,44390.9,37930.8,31762.4,33315,34712.4
O43157,PLXB1_HUMAN,PLXNB1,Plexin-B1,1,1,,,,,,,,
O43159,RRP8_HUMAN,RRP8,Ribosomal RNA-processing protein 8,4,4,50538.6,67107,55872.6,54035.7,49157.7,62788,49430.6,61112.9
O43169,CYB5B_HUMAN,CYB5B,Cytochrome b5 type B,1,1,598328,573738,546662,632989,606573,644308,589506,636108
O43172,PRP4_HUMAN,PRPF4,U4/U6 small nuclear ribonucleoprotein Prp4,6,6,120532,126661,120898,124020,136135,140385,127527,170157
O43175,SERA_HUMAN,PHGDH,D-3-phosphoglycerate dehydrogenase,13,13,3.95E+06,4.29E+06,4.09E+06,4.38E+06,4.01E+06,4.46E+06,4.20E+06,4.59E+06
O43181,NDUS4_HUMAN,NDUFS4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",1,1,8817.93,,4824.36,,,,,
O43189,PHF1_HUMAN,PHF1,PHD finger protein 1,1,1,,,,,,,,
O43237,DC1L2_HUMAN,DYNC1LI2,Cytoplasmic dynein 1 light intermediate chain 2,5,5,74677.3,101268,94669,101599,101514,116044,104773,115751
O43242,PSMD3_HUMAN,PSMD3,26S proteasome non-ATPase regulatory subunit 3,11,11,455530,592553,532089,588310,510370,593830,515477,579825
O43252,PAPS1_HUMAN,PAPSS1,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,3,3,13416.7,13479.8,10337.8,11937.2,12472.2,8949.74,10671.3,12009.6
O43264,ZW10_HUMAN,ZW10,Centromere/kinetochore protein zw10 homolog,5,5,51052.8,83358.2,52760.8,52415.3,54938,68981.6,36307.2,71917.5
O43290,SNUT1_HUMAN,SART1,U4/U6.U5 tri-snRNP-associated protein 1,9,9,101070,123108,100309,106541,102946,114187,115422,121852
O43292,GPAA1_HUMAN,GPAA1,Glycosylphosphatidylinositol anchor attachment 1 protein,2,2,,,1899.19,1341.32,,,,1574.89
O43293,DAPK3_HUMAN,DAPK3,Death-associated protein kinase 3,2,2,5305.85,5945.02,,5365.96,10353,7079.08,,6627.2
O43294,TGFI1_HUMAN,TGFB1I1,Transforming growth factor beta-1-induced transcript 1 protein,2,2,,484.748,,1326.08,1713.41,,1480.38,2570.7
O43314,VIP2_HUMAN,PPIP5K2,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2,3,3,2533.84,3216.32,3869.23,2493.08,,5592.11,4141.24,3482.59
O43324,MCA3_HUMAN,EEF1E1,Eukaryotic translation elongation factor 1 epsilon-1,3,3,400694,471824,479072,474744,443476,469129,422506,482818
O43353,RIPK2_HUMAN,RIPK2,Receptor-interacting serine/threonine-protein kinase 2,1,1,,,,,,,,1598.66
O43390,HNRPR_HUMAN,HNRNPR,Heterogeneous nuclear ribonucleoprotein R,8,8,663841,753275,743522,784188,797593,863619,823893,832855
O43395,PRPF3_HUMAN,PRPF3,U4/U6 small nuclear ribonucleoprotein Prp3,6,6,87496.3,81834.2,74682.4,113453,117021,100221,91074.9,118114
O43396,TXNL1_HUMAN,TXNL1,Thioredoxin-like protein 1,4,4,269055,332484,318759,366063,310576,404393,303645,340284
O43399,TPD54_HUMAN,TPD52L2,Tumor protein D54,8,8,824694,884732,830570,905926,873339,976781,861205,1.02E+06
O43402,EMC8_HUMAN,EMC8,ER membrane protein complex subunit 8,2,2,5632.78,,5461.04,7490.9,12935.9,9283.5,,
O43426,SYNJ1_HUMAN,SYNJ1,Synaptojanin-1,4,3,31137.1,18938.2,25175.9,33997.2,30216.9,26704.6,31287.6,27561.9
O43432,IF4G3_HUMAN,EIF4G3,Eukaryotic translation initiation factor 4 gamma 3,6,6,4524.72,4160.6,6452.94,4115.59,4291.4,,7449.58,8461.18
O43447,PPIH_HUMAN,PPIH,Peptidyl-prolyl cis-trans isomerase H,5,5,32144.2,42971.6,43214.9,36223.2,39660.9,34228,33911.7,52759.4
O43464,HTRA2_HUMAN,HTRA2,"Serine protease HTRA2, mitochondrial",3,2,23816.6,24808.7,24134.1,18402.4,24377.7,28751.9,23996.9,31893.5
O43488,ARK72_HUMAN,AKR7A2,Aflatoxin B1 aldehyde reductase member 2,3,2,71941.5,74369.8,58038.5,57005.7,65844.3,75538.7,69830.7,77633.4
O43491,E41L2_HUMAN,EPB41L2,Band 4.1-like protein 2,12,11,36891.1,41027.4,38243.2,38210.8,39452.4,41063.8,43029.6,47438.1
O43493,TGON2_HUMAN,TGOLN2,Trans-Golgi network integral membrane protein 2,2,2,21790.4,,22014.3,19951.1,19164.9,35855.3,24081.7,
O43505,B4GA1_HUMAN,B4GAT1,"Beta-1,4-glucuronyltransferase 1",1,1,10619.4,14948.7,13226.5,,8911.63,9627.31,10979.5,10774.2
O43572,AKA10_HUMAN,AKAP10,"A-kinase anchor protein 10, mitochondrial",2,2,25761.4,,,,,13148.9,31017.9,15595.3
O43583,DENR_HUMAN,DENR,Density-regulated protein,2,2,377314,112713,355860,391438,346128,420222,349888,108089
O43592,XPOT_HUMAN,XPOT,Exportin-T,6,6,290730,328939,299458,313310,291482,332741,287917,322919
O43615,TIM44_HUMAN,TIMM44,Mitochondrial import inner membrane translocase subunit TIM44,7,7,60013.4,77526.9,68734.9,51315.2,77448.6,53435.6,55834.5,87197.5
O43617,TPPC3_HUMAN,TRAPPC3,Trafficking protein particle complex subunit 3,2,2,60901.1,73791.9,79730.4,89446.2,70284.9,53132.8,51552.8,80112.2
O43633,CHM2A_HUMAN,CHMP2A,Charged multivesicular body protein 2a,2,2,237496,291391,254100,328586,300149,245754,291097,327214
O43653,PSCA_HUMAN,PSCA,Prostate stem cell antigen,1,1,,,,,,,,
O43657,TSN6_HUMAN,TSPAN6,Tetraspanin-6,1,1,,16823.2,,,,,,9925.97
O43660,PLRG1_HUMAN,PLRG1,Pleiotropic regulator 1,4,4,29540.2,46115.5,42924.1,40524,12525.6,42214.7,51350.4,36118.3
O43663,PRC1_HUMAN,PRC1,Protein regulator of cytokinesis 1,3,3,,41369.3,33769.2,40779.9,31392,41447.3,20399.4,
O43670,ZN207_HUMAN,ZNF207,BUB3-interacting and GLEBS motif-containing protein ZNF207,3,3,345113,362915,345520,373223,329637,356900,362181,391288
O43674,NDUB5_HUMAN,NDUFB5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",1,1,223754,259976,208568,178104,254124,300409,276215,353952
O43676,NDUB3_HUMAN,NDUFB3,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,1,1,281439,319532,334897,395012,229010,308621,244105,353667
O43681,GET3_HUMAN,GET3,ATPase GET3,4,4,60250.4,115321,115967,120041,110510,74716.1,66721.4,93560.7
O43684,BUB3_HUMAN,BUB3,Mitotic checkpoint protein BUB3,8,8,307473,359709,343160,332482,336108,369440,347969,372096
O43688,PLPP2_HUMAN,PLPP2,Phospholipid phosphatase 2,1,1,,,8529.54,7801.18,,8174.27,6222.79,
O43707,ACTN4_HUMAN,ACTN4,Alpha-actinin-4,22,16,992921,1.21E+06,1.08E+06,1.15E+06,1.14E+06,1.29E+06,1.11E+06,1.27E+06
O43715,TRIA1_HUMAN,TRIAP1,TP53-regulated inhibitor of apoptosis 1,1,1,53485.5,59781.6,57054.5,55063.7,39735.8,54946.7,42942.7,46853.5
O43716,GATC_HUMAN,GATC,"Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial",2,2,,,,4282.34,,3776.15,,5353.94
O43719,HTSF1_HUMAN,HTATSF1,17S U2 SnRNP complex component HTATSF1,7,7,94818.4,105491,102738,103777,84260.5,114212,82465.3,107410
O43747,AP1G1_HUMAN,AP1G1,AP-1 complex subunit gamma-1,5,5,110052,158039,127101,131672,142524,148519,116457,140785
O43752,STX6_HUMAN,STX6,Syntaxin-6,4,4,15036.4,9747.09,11918.3,13597.5,11580.7,7992.28,9956.74,10497.5
O43760,SNG2_HUMAN,SYNGR2,Synaptogyrin-2,1,1,96855.6,127254,94848.5,121585,104048,123787,124484,143612
O43765,SGTA_HUMAN,SGTA,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,4,4,153443,148740,174984,160367,153439,182176,162818,166729
O43772,MCAT_HUMAN,SLC25A20,Mitochondrial carnitine/acylcarnitine carrier protein,3,3,45539.7,42593.1,42346.7,62241.5,37309.3,56696.9,42551.7,40258.5
O43776,SYNC_HUMAN,NARS1,"Asparagine--tRNA ligase, cytoplasmic",6,6,662523,722514,698707,669924,725676,804229,733893,825654
O43795,MYO1B_HUMAN,MYO1B,Unconventional myosin-Ib,9,8,15761.7,10654.6,17003.1,22786.7,17843.5,19298.5,11450.5,17812.6
O43805,SSNA1_HUMAN,SSNA1,Microtubule nucleation factor SSNA1,1,1,,12544.2,,16238.8,11450.9,,,13656
O43809,CPSF5_HUMAN,NUDT21,Cleavage and polyadenylation specificity factor subunit 5,2,2,378740,470254,365325,464258,383421,460151,400124,430312
O43813,LANC1_HUMAN,LANCL1,Glutathione S-transferase LANCL1,7,7,430783,519417,421042,438155,447375,475938,413816,478145
O43815,STRN_HUMAN,STRN,Striatin,4,4,19145.7,27772.1,24335.5,24004.9,26039.4,34685.9,21805.4,32001.6
O43818,U3IP2_HUMAN,RRP9,U3 small nucleolar RNA-interacting protein 2,6,6,111549,136451,96603.9,130614,91806.2,111925,96131.6,112306
O43823,AKAP8_HUMAN,AKAP8,A-kinase anchor protein 8,5,5,55830.9,71469.3,66616.7,75307.5,54826.6,83287.7,46631.5,75350.7
O43824,GTPB6_HUMAN,GTPBP6,Putative GTP-binding protein 6,2,2,,5142.82,,6305.24,,,5715.38,
O43826,G6PT1_HUMAN,SLC37A4,Glucose-6-phosphate exchanger SLC37A4,1,1,31454,,38616.1,13627.6,,18501.5,,13963.3
O43837,IDH3B_HUMAN,IDH3B,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",6,6,117824,132775,95471.9,143048,153455,143958,110980,172385
O43847,NRDC_HUMAN,NRDC,Nardilysin,6,6,101181,92945,97223.8,109207,114390,106828,102080,124285
O43852,CALU_HUMAN,CALU,Calumenin,4,4,861930,994574,887924,966987,947093,1.06E+06,927269,1.11E+06
O43865,SAHH2_HUMAN,AHCYL1,S-adenosylhomocysteine hydrolase-like protein 1,6,1,198110,206184,189463,207099,189560,190334,183654,210635
O43896,KIF1C_HUMAN,KIF1C,Kinesin-like protein KIF1C,1,1,,,,,,,1885.55,
O43913,ORC5_HUMAN,ORC5,Origin recognition complex subunit 5,3,3,28507.3,32066.6,14384.8,23023.5,21016.1,28182.7,17299.6,29139.9
O43920,NDUS5_HUMAN,NDUFS5,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,1,1,51475.8,73484,69847.9,53107.1,47734.3,69458.6,87270.3,83181.1
O43924,PDE6D_HUMAN,PDE6D,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta",2,2,,1632.89,,2278.76,1306.26,,,
O43929,ORC4_HUMAN,ORC4,Origin recognition complex subunit 4,2,2,13782.4,16699.6,,8666.91,,23707.8,,13364.4
O43933,PEX1_HUMAN,PEX1,Peroxisomal ATPase PEX1,1,1,,,,,,,,
O60216,RAD21_HUMAN,RAD21,Double-strand-break repair protein rad21 homolog,8,8,112254,106597,105200,104353,107895,119898,115908,123205
O60218,AK1BA_HUMAN,AKR1B10,Aldo-keto reductase family 1 member B10,1,1,,6372.41,,,,,,
O60220,TIM8A_HUMAN,TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,3,3,155179,152219,148864,139295,148725,152105,159897,145952
O60231,DHX16_HUMAN,DHX16,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16,7,7,45668.8,42044.4,48579,42931.6,47196.5,47679.3,42020.4,50109
O60232,ZNRD2_HUMAN,ZNRD2,Protein ZNRD2,2,2,17381.4,25565.6,17344.5,18647,22341.6,15729.2,20045.1,24696.7
O60244,MED14_HUMAN,MED14,Mediator of RNA polymerase II transcription subunit 14,3,3,2460.03,,4618.76,2479.18,2146.14,8087.22,1874.52,5791.66
O60256,KPRB_HUMAN,PRPSAP2,Phosphoribosyl pyrophosphate synthase-associated protein 2,5,4,50524.5,55299.2,55401.7,56296.1,47683.7,59168.8,62655,79257
O60264,SMCA5_HUMAN,SMARCA5,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,18,12,288873,308460,258252,289923,266670,321091,298485,305101
O60266,ADCY3_HUMAN,ADCY3,Adenylate cyclase type 3,1,1,,,,,,,,
O60271,JIP4_HUMAN,SPAG9,C-Jun-amino-terminal kinase-interacting protein 4,10,9,270853,353101,360281,309952,283774,278779,291840,316461
O60287,NPA1P_HUMAN,URB1,Nucleolar pre-ribosomal-associated protein 1,7,7,28556,25354,28560.5,28070,26920.3,22107.5,24036.2,24922.1
O60293,ZC3H1_HUMAN,ZFC3H1,Zinc finger C3H1 domain-containing protein,6,6,7483.53,,8333.65,10013.1,,,,11664.7
O60294,TYW4_HUMAN,LCMT2,tRNA wybutosine-synthesizing protein 4,1,1,2141.79,,10222.3,4013.55,5268.62,,,
O60306,AQR_HUMAN,AQR,RNA helicase aquarius,12,11,125297,171507,136451,158640,129368,164694,144968,160471
O60313,OPA1_HUMAN,OPA1,"Dynamin-like GTPase OPA1, mitochondrial",9,9,60125.5,81909.9,63790.6,76925,62981.1,76423.9,59543.6,81899.8
O60318,GANP_HUMAN,MCM3AP,Germinal-center associated nuclear protein,1,1,,,4542.3,,,,,4421.28
O60333,KIF1B_HUMAN,KIF1B,Kinesin-like protein KIF1B,6,4,3670.59,,,,2909.63,5393.7,,
O60341,KDM1A_HUMAN,KDM1A,Lysine-specific histone demethylase 1A,9,9,34097.6,33644.7,31845.9,31528.5,32694.2,32449.5,39105.8,40389.3
O60343,TBCD4_HUMAN,TBC1D4,TBC1 domain family member 4,8,8,8002.93,4432.54,7907.23,5958.09,6295.73,7726.85,7112.31,9039.28
O60361,NDK8_HUMAN,NME2P1,Putative nucleoside diphosphate kinase,3,0,1.18E+06,1.36E+06,1.16E+06,1.15E+06,1.46E+06,1.18E+06,1.41E+06,1.41E+06
O60427,FADS1_HUMAN,FADS1,Acyl-CoA (8-3)-desaturase,4,4,29320.2,31969.2,23846,42310.8,21250.3,30152.5,18857.6,33689.1
O60437,PEPL_HUMAN,PPL,Periplakin,13,13,23766.8,28361.1,34166.5,34643.3,31743.6,29513,29735.9,37659.5
O60443,GSDME_HUMAN,GSDME,Gasdermin-E,3,3,16056.2,22705.6,18953.4,22448.9,15197,24777.8,13506.7,19479.6
O60447,EVI5_HUMAN,EVI5,Ecotropic viral integration site 5 protein homolog,1,1,,,,,,,,
O60487,MPZL2_HUMAN,MPZL2,Myelin protein zero-like protein 2,1,1,21357.3,13569.6,,23712.5,17993.3,18306.9,14807.4,18976.5
O60488,ACSL4_HUMAN,ACSL4,Long-chain-fatty-acid--CoA ligase 4,10,10,403318,479304,421154,425425,418238,392422,372046,455106
O60493,SNX3_HUMAN,SNX3,Sorting nexin-3,2,1,769928,896990,784337,780619,691576,849815,734013,839006
O60499,STX10_HUMAN,STX10,Syntaxin-10,1,1,2372.07,3227.57,6794.81,5311.91,,4897.74,7875.27,7089.31
O60502,OGA_HUMAN,OGA,Protein O-GlcNAcase,5,5,52775.9,73954.8,55021.4,54827.1,52531.2,49955.4,62095.6,55573.3
O60504,VINEX_HUMAN,SORBS3,Vinexin,3,3,,,,64810.8,56661,49954.7,54942.9,47784.5
O60506,HNRPQ_HUMAN,SYNCRIP,Heterogeneous nuclear ribonucleoprotein Q,10,6,595704,746473,606494,547838,671264,886359,725379,839782
O60508,PRP17_HUMAN,CDC40,Pre-mRNA-processing factor 17,6,6,21496.2,30571.1,33165,18084.8,27179.8,27307.2,22718.5,20201.3
O60518,RNBP6_HUMAN,RANBP6,Ran-binding protein 6,3,3,4444.71,9215.89,16594.5,10894.8,13566.9,15977.7,15915.7,16465.7
O60524,NEMF_HUMAN,NEMF,Ribosome quality control complex subunit NEMF,8,8,52081.1,59935.4,51741.1,58348.9,56638.6,56698.9,49596.2,70056.2
O60547,GMDS_HUMAN,GMDS,"GDP-mannose 4,6 dehydratase",3,2,50285.1,45956.1,48399.6,46621.3,49557.1,58222.7,43837.8,46295.4
O60563,CCNT1_HUMAN,CCNT1,Cyclin-T1,1,1,,,,,,,,985.729
O60566,BUB1B_HUMAN,BUB1B,Mitotic checkpoint serine/threonine-protein kinase BUB1 beta,3,3,14888.6,2308.58,11196.8,8505.97,8690.38,7486.26,,5663.68
O60568,PLOD3_HUMAN,PLOD3,Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3,8,8,343070,394867,385561,410156,381151,427424,366948,464603
O60610,DIAP1_HUMAN,DIAPH1,Protein diaphanous homolog 1,11,11,101577,139847,112301,135674,108954,144916,123164,121395
O60613,SEP15_HUMAN,SELENOF,Selenoprotein F,1,1,61234.7,58840.8,82142.3,,62372.2,69050.1,71296.3,64557
O60645,EXOC3_HUMAN,EXOC3,Exocyst complex component 3,8,8,39100.9,49524.6,42090.7,44138.3,38703.9,44034.1,41004.1,47944.9
O60658,PDE8A_HUMAN,PDE8A,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A",2,2,57041.7,,,66294.9,,49246.5,36946.1,26556.4
O60664,PLIN3_HUMAN,PLIN3,Perilipin-3,5,5,619265,647085,639680,682048,646138,758278,631514,769311
O60675,MAFK_HUMAN,MAFK,Transcription factor MafK,3,3,,15774.5,15565.3,8648.54,12848.9,,10899.9,18754.8
O60678,ANM3_HUMAN,PRMT3,Protein arginine N-methyltransferase 3,4,4,141913,159860,101709,131005,113327,128519,117964,130742
O60684,IMA7_HUMAN,KPNA6,Importin subunit alpha-7,8,5,87682.2,105487,75081,88506.4,103747,112316,105896,120116
O60701,UGDH_HUMAN,UGDH,UDP-glucose 6-dehydrogenase,8,8,236957,248782,237029,237421,254406,274894,221719,270525
O60716,CTND1_HUMAN,CTNND1,Catenin delta-1,8,8,24687.8,21446.7,22224.2,25213.9,24011.8,21845.4,19372.4,21073.1
O60739;P41567,EIF1B_HUMAN;EIF1_HUMAN,EIF1;EIF1B,Eukaryotic translation initiation factor 1b,3,0,382284,429224,399314,408211,370480,444176,405208,473024
O60749,SNX2_HUMAN,SNX2,Sorting nexin-2,7,7,102785,132119,128311,106098,101586,117031,129527,108429
O60762,DPM1_HUMAN,DPM1,Dolichol-phosphate mannosyltransferase subunit 1,3,3,104768,150729,147746,120776,124861,114377,128137,171139
O60763,USO1_HUMAN,USO1,General vesicular transport factor p115,9,9,145155,154310,159928,174944,147231,150652,152084,159722
O60783,RT14_HUMAN,MRPS14,Small ribosomal subunit protein uS14m,1,1,4302.92,6020.59,4962.61,5091.27,3769.66,,3130.95,7169.24
O60784,TOM1_HUMAN,TOM1,Target of Myb1 membrane trafficking protein,2,2,6919.53,15395.3,11344.6,14444.1,13921.1,18338,12300.1,18001.8
O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879;Q99880,H2B1C_HUMAN;H2B1D_HUMAN;H2B1H_HUMAN;H2B1K_HUMAN;H2B1L_HUMAN;H2B1M_HUMAN;H2B1N_HUMAN;H2B2F_HUMAN;H2BFS_HUMAN,H2BC12;H2BC12L;H2BC13;H2BC14;H2BC15;H2BC18;H2BC4;H2BC5;H2BC9,Histone H2B type 1-K,1,0,107836,294467,77845,56496.2,82428.1,179554,51688.3,349068
O60825,F262_HUMAN,PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2",6,3,32199.5,41038.9,31659.1,20426,39553.4,42538.6,30342.2,55318.7
O60826,CCD22_HUMAN,CCDC22,Coiled-coil domain-containing protein 22,5,5,6761.73,7386.65,7022.68,7437.81,10209.2,5285.62,8220.72,7357.03
