Protein.Group,Protein.Names,Genes,First.Protein.Description,N.Sequences,N.Proteotypic.Sequences,HYEA_1,HYEA_2,HYEA_3
Q9P2E9,RRBP1_HUMAN,RRBP1,Ribosome-binding protein 1,21,21,122312,139314,141946
Q9P2I0,CPSF2_HUMAN,CPSF2,Cleavage and polyadenylation specificity factor subunit 2,12,12,43663.5,46982.3,42239.9
Q9P2J5,SYLC_HUMAN,LARS1,"Leucine--tRNA ligase, cytoplasmic",21,21,413471,407921,382453
Q9P2K8,E2AK4_HUMAN,EIF2AK4,eIF-2-alpha kinase GCN2,6,6,26083.1,21675.4,20350.3
Q9P2N5,RBM27_HUMAN,RBM27,RNA-binding protein 27,8,8,48431.4,44880.3,41999.2
Q9P2N6,KANL3_HUMAN,KANSL3,KAT8 regulatory NSL complex subunit 3,4,4,4221.25,4453.1,5061.99
Q9P2R3,ANFY1_HUMAN,ANKFY1,Rabankyrin-5,12,12,78549.2,72987.9,67348
Q9P2R7,SUCB1_HUMAN,SUCLA2,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial",6,6,207318,209262,147364
Q9P2T1,GMPR2_HUMAN,GMPR2,GMP reductase 2,4,2,6162.73,11908.7,14911.3
Q9P2W1,HOP2_HUMAN,PSMC3IP,Homologous-pairing protein 2 homolog,2,2,8097.82,13166.4,9948.27
Q9P2W9,STX18_HUMAN,STX18,Syntaxin-18,3,3,4935.43,4667.38,3723.55
Q9P2X0,DPM3_HUMAN,DPM3,Dolichol-phosphate mannosyltransferase subunit 3,2,2,175288,247946,256981
Q9P2X3,IMPCT_HUMAN,IMPACT,Protein IMPACT,2,2,2580.91,,3766.48
Q9P2Y5,UVRAG_HUMAN,UVRAG,UV radiation resistance-associated gene protein,4,4,88678.4,55738.1,39914.4
Q9P305,IGO2_YEAST,IGO2,mRNA stability protein IGO2,1,1,23828.7,29844.5,20789.8
Q9UBB4,ATX10_HUMAN,ATXN10,Ataxin-10,5,5,34211.5,20775.2,26757
Q9UBB5,MBD2_HUMAN,MBD2,Methyl-CpG-binding domain protein 2,2,2,36746.4,34648.1,41475.3
Q9UBB6,NCDN_HUMAN,NCDN,Neurochondrin,4,4,20652.7,15563.5,20863.3
Q9UBB9,TFP11_HUMAN,TFIP11,Tuftelin-interacting protein 11,13,13,34250.4,36448.2,33269.4
Q9UBC2,EP15R_HUMAN,EPS15L1,Epidermal growth factor receptor substrate 15-like 1,11,11,45934.3,47889.2,43200.4
Q9UBD5,ORC3_HUMAN,ORC3,Origin recognition complex subunit 3,6,6,47147.8,39574.6,44467.9
Q9UBE0,SAE1_HUMAN,SAE1,SUMO-activating enzyme subunit 1,7,7,237962,244895,270331
Q9UBF2,COPG2_HUMAN,COPG2,Coatomer subunit gamma-2,7,7,178962,224161,181596
Q9UBF6,RBX2_HUMAN,RNF7,RING-box protein 2,2,2,13780.8,12958.7,9032.36
Q9UBF8,PI4KB_HUMAN,PI4KB,Phosphatidylinositol 4-kinase beta,3,3,9496.02,6921.35,6882.64
Q9UBG0,MRC2_HUMAN,MRC2,C-type mannose receptor 2,3,3,6014.95,,1860.14
Q9UBI1,COMD3_HUMAN,COMMD3,COMM domain-containing protein 3,7,7,65230.5,54477.8,54448.3
Q9UBK8,MTRR_HUMAN,MTRR,Methionine synthase reductase,3,3,37231.7,54716.8,56289.1
Q9UBK9,UXT_HUMAN,UXT,Protein UXT,2,2,,17261.5,13006.4
Q9UBL3,ASH2L_HUMAN,ASH2L,Set1/Ash2 histone methyltransferase complex subunit ASH2,6,6,36048.2,38593.1,34429.6
Q9UBM7,DHCR7_HUMAN,DHCR7,7-dehydrocholesterol reductase,4,4,228385,232395,252757
Q9UBN7,HDAC6_HUMAN,HDAC6,Histone deacetylase 6,3,3,,31875,27946.1
Q9UBP0,SPAST_HUMAN,SPAST,Spastin,5,5,25909.2,19552,20749.3
Q9UBP6,TRMB_HUMAN,METTL1,tRNA (guanine-N(7)-)-methyltransferase,4,4,38978.7,41505,40921.7
Q9UBQ0,VPS29_HUMAN,VPS29,Vacuolar protein sorting-associated protein 29,6,6,214317,250785,227125
Q9UBQ5,EIF3K_HUMAN,EIF3K,Eukaryotic translation initiation factor 3 subunit K,5,5,1.43E+06,1.11E+06,1.02E+06
Q9UBQ7,GRHPR_HUMAN,GRHPR,Glyoxylate reductase/hydroxypyruvate reductase,6,6,82259.8,71903.2,65027.9
Q9UBR2,CATZ_HUMAN,CTSZ,Cathepsin Z,5,5,53308.3,68661.9,65925.5
Q9UBS0,KS6B2_HUMAN,RPS6KB2,Ribosomal protein S6 kinase beta-2,1,1,,,
Q9UBS4,DJB11_HUMAN,DNAJB11,DnaJ homolog subfamily B member 11,6,6,104983,99013.7,104469
Q9UBS8,RNF14_HUMAN,RNF14,E3 ubiquitin-protein ligase RNF14,3,3,7899.55,9826.83,8727.08
Q9UBT2,SAE2_HUMAN,UBA2,SUMO-activating enzyme subunit 2,12,12,269643,267867,240108
Q9UBT6,POLK_HUMAN,POLK,DNA polymerase kappa,1,1,1293.17,3276.75,2005.7
Q9UBT7,CTNL1_HUMAN,CTNNAL1,Alpha-catulin,1,1,6272.83,4950.73,
Q9UBU6,FA8A1_HUMAN,FAM8A1,Protein FAM8A1,3,3,9931.35,6377.6,7075.42
Q9UBU8,MO4L1_HUMAN,MORF4L1,Mortality factor 4-like protein 1,2,2,13790.6,14354.7,15336.6
Q9UBU9,NXF1_HUMAN,NXF1,Nuclear RNA export factor 1,14,14,155503,155251,125489
Q9UBV2,SE1L1_HUMAN,SEL1L,Protein sel-1 homolog 1,8,8,33351.1,30059.7,31971.4
Q9UBV8,PEF1_HUMAN,PEF1,Peflin,3,3,52808.3,39069,40419.4
Q9UBW7,ZMYM2_HUMAN,ZMYM2,Zinc finger MYM-type protein 2,7,7,2727.86,3230.26,3964.11
Q9UBW8,CSN7A_HUMAN,COPS7A,COP9 signalosome complex subunit 7a,4,4,60185.8,41602,43736.7
Q9UBX3,DIC_HUMAN,SLC25A10,Mitochondrial dicarboxylate carrier,5,5,78800,95291,75360.7
Q9UBZ4,APEX2_HUMAN,APEX2,DNA-(apurinic or apyrimidinic site) endonuclease 2,3,3,17190.8,11634.9,11346.1
Q9UDX5,MTFP1_HUMAN,MTFP1,Mitochondrial fission process protein 1,2,2,38096.2,27020.1,27394.6
Q9UDY2,ZO2_HUMAN,TJP2,Tight junction protein ZO-2,12,12,108796,98847.6,99156.9
Q9UDY4,DNJB4_HUMAN,DNAJB4,DnaJ homolog subfamily B member 4,10,9,380331,359752,338162
Q9UDY8,MALT1_HUMAN,MALT1,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,5,5,8392.72,8784.43,10342
Q9UEE9,CFDP1_HUMAN,CFDP1,Craniofacial development protein 1,3,3,28665.8,32025,25979.7
Q9UEG4,ZN629_HUMAN,ZNF629,Zinc finger protein 629,5,4,,9909.53,8822.04
Q9UER7,DAXX_HUMAN,DAXX,Death domain-associated protein 6,3,3,25468.3,19010,29882.7
Q9UET6,TRM7_HUMAN,FTSJ1,tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase,3,3,26610.8,24077.5,19580.9
Q9UEU0,VTI1B_HUMAN,VTI1B,Vesicle transport through interaction with t-SNAREs homolog 1B,4,4,31691.4,38545.3,35700.4
Q9UEW8,STK39_HUMAN,STK39,STE20/SPS1-related proline-alanine-rich protein kinase,1,1,,13027.7,
Q9UEY8,ADDG_HUMAN,ADD3,Gamma-adducin,5,5,20437.2,21069,22047.1
Q9UFC0,LRWD1_HUMAN,LRWD1,Leucine-rich repeat and WD repeat-containing protein 1,5,5,16762.5,20518.3,15953.9
Q9UFF9,CNOT8_HUMAN,CNOT8,CCR4-NOT transcription complex subunit 8,1,1,3687.11,2599.44,
Q9UFG5,CS025_HUMAN,C19orf25,UPF0449 protein C19orf25,1,1,7254.28,15265.2,12560.8
Q9UFN0,NPS3A_HUMAN,NIPSNAP3A,Protein NipSnap homolog 3A,5,4,636141,436798,350204
Q9UFW8,CGBP1_HUMAN,CGGBP1,CGG triplet repeat-binding protein 1,1,1,47375.6,47468.5,41096
Q9UG56,PISD_HUMAN,PISD,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",1,1,17134.8,,
Q9UG63,ABCF2_HUMAN,ABCF2,ATP-binding cassette sub-family F member 2,12,12,163710,151447,139243
Q9UGI8,TES_HUMAN,TES,Testin,8,8,229406,249936,265971
Q9UGJ1,GCP4_HUMAN,TUBGCP4,Gamma-tubulin complex component 4,6,6,37424.9,22562.3,23896.6
Q9UGM6,SYWM_HUMAN,WARS2,"Tryptophan--tRNA ligase, mitochondrial",4,4,47743.8,53924.8,50840.3
Q9UGN5,PARP2_HUMAN,PARP2,Poly [ADP-ribose] polymerase 2,5,5,9236.93,5798.02,5297.03
Q9UGP4,LIMD1_HUMAN,LIMD1,LIM domain-containing protein 1,4,4,12875.1,14728.7,15901
Q9UGP5,DPOLL_HUMAN,POLL,DNA polymerase lambda,4,4,5332.67,4006.87,3926.26
Q9UGP8,SEC63_HUMAN,SEC63,Translocation protein SEC63 homolog,6,6,132879,125922,124044
Q9UGR2,Z3H7B_HUMAN,ZC3H7B,Zinc finger CCCH domain-containing protein 7B,7,7,9866.52,7785.17,7643.99
Q9UGU0,TCF20_HUMAN,TCF20,Transcription factor 20,5,5,11278.2,19006.2,16182.7
Q9UGU5,HMGX4_HUMAN,HMGXB4,HMG domain-containing protein 4,2,2,3713.39,3548.62,4472.67
Q9UGV2,NDRG3_HUMAN,NDRG3,Protein NDRG3,3,3,58469,47332,36361.1
Q9UGY1,NOL12_HUMAN,NOL12,Nucleolar protein 12,3,3,35969.9,31435.3,25597
Q9UH62,ARMX3_HUMAN,ARMCX3,Armadillo repeat-containing X-linked protein 3,4,4,27293.9,25437.3,31044.7
Q9UH65,SWP70_HUMAN,SWAP70,Switch-associated protein 70,9,9,126203,147731,152733
Q9UH99,SUN2_HUMAN,SUN2,SUN domain-containing protein 2,4,4,13393.1,11638.6,10550.6
Q9UHA2,S18L2_HUMAN,SS18L2,SS18-like protein 2,1,1,7400.6,12566.8,
Q9UHA3,RLP24_HUMAN,RSL24D1,Probable ribosome biogenesis protein RLP24,2,2,92864.6,95374.9,96767.8
Q9UHA4,LTOR3_HUMAN,LAMTOR3,Ragulator complex protein LAMTOR3,1,1,15564.7,15536.2,17329.5
Q9UHB4,NDOR1_HUMAN,NDOR1,NADPH-dependent diflavin oxidoreductase 1,1,1,,,
Q9UHB6,LIMA1_HUMAN,LIMA1,LIM domain and actin-binding protein 1,10,10,97848.9,104070,114715
Q9UHB7,AFF4_HUMAN,AFF4,AF4/FMR2 family member 4,5,5,7259.63,9007.41,6642.77
Q9UHB9,SRP68_HUMAN,SRP68,Signal recognition particle subunit SRP68,14,14,199236,201485,182602
Q9UHC7,MKRN1_HUMAN,MKRN1,E3 ubiquitin-protein ligase makorin-1,1,0,7236.18,9159.55,13357.2
Q9UHD1,CHRD1_HUMAN,CHORDC1,Cysteine and histidine-rich domain-containing protein 1,9,9,713705,708756,686830
Q9UHD2,TBK1_HUMAN,TBK1,Serine/threonine-protein kinase TBK1,7,7,28439.3,17480.6,26908.1
Q9UHD8,SEPT9_HUMAN,SEPTIN9,Septin-9,13,12,317644,381856,378018
Q9UHD9,UBQL2_HUMAN,UBQLN2,Ubiquilin-2,5,4,166105,183378,188182
Q9UHG3,PCYOX_HUMAN,PCYOX1,Prenylcysteine oxidase 1,11,11,402226,307419,282047
Q9UHI6,DDX20_HUMAN,DDX20,Probable ATP-dependent RNA helicase DDX20,9,9,74466.6,71789.9,73574
Q9UHI8,ATS1_HUMAN,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,5,5,2883.4,2528.08,3111.26
Q9UHJ6,SHPK_HUMAN,SHPK,Sedoheptulokinase,1,1,,2054.65,
Q9UHJ9,PGAP2_HUMAN,PGAP2,Post-GPI attachment to proteins factor 2,1,1,7493.79,5722.4,9169.49
Q9UHK6,AMACR_HUMAN,AMACR,Alpha-methylacyl-CoA racemase,2,2,11349.3,6793.83,15684.8
Q9UHL4,DPP2_HUMAN,DPP7,Dipeptidyl peptidase 2,5,5,67367.1,68717,61759.5
Q9UHN1,DPOG2_HUMAN,POLG2,DNA polymerase subunit gamma-2,3,3,36113.7,21885.6,23496.2
Q9UHP3,UBP25_HUMAN,USP25,Ubiquitin carboxyl-terminal hydrolase 25,3,3,6416.56,6754.62,6696.95
Q9UHQ4,BAP29_HUMAN,BCAP29,B-cell receptor-associated protein 29,2,2,5953.51,7596.54,5365.69
Q9UHQ9,NB5R1_HUMAN,CYB5R1,NADH-cytochrome b5 reductase 1,5,5,150538,116329,117638
Q9UHR4,BI2L1_HUMAN,BAIAP2L1,BAR/IMD domain-containing adapter protein 2-like 1,6,6,17138.9,15173.5,12996
Q9UHR5,S30BP_HUMAN,SAP30BP,SAP30-binding protein,3,3,81347.8,79491.5,72167.8
Q9UHR6,ZNHI2_HUMAN,ZNHIT2,Zinc finger HIT domain-containing protein 2,1,1,101453,142690,132481
Q9UHV7,MED13_HUMAN,MED13,Mediator of RNA polymerase II transcription subunit 13,2,2,,,9271.12
Q9UHV9,PFD2_HUMAN,PFDN2,Prefoldin subunit 2,4,4,402701,321108,278251
Q9UHW5,GPN3_HUMAN,GPN3,GPN-loop GTPase 3,2,2,25747.8,12060,15816
Q9UHW9,S12A6_HUMAN,SLC12A6,Solute carrier family 12 member 6,3,3,12854.6,9889.99,11390.2
Q9UHX1,PUF60_HUMAN,PUF60,Poly(U)-binding-splicing factor PUF60,12,12,521813,577318,580570
Q9UHY7,ENOPH_HUMAN,ENOPH1,Enolase-phosphatase E1,4,4,82679.3,82911,78642.8
Q9UI09,NDUAC_HUMAN,NDUFA12,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,4,4,119034,128911,138137
Q9UI10,EI2BD_HUMAN,EIF2B4,Translation initiation factor eIF2B subunit delta,7,7,101980,98192.4,103872
Q9UI12,VATH_HUMAN,ATP6V1H,V-type proton ATPase subunit H,7,7,41236.1,47220.7,38956.5
Q9UI26,IPO11_HUMAN,IPO11,Importin-11,6,6,110298,86397.8,93777.7
Q9UI30,TR112_HUMAN,TRMT112,Multifunctional methyltransferase subunit TRM112-like protein,2,2,208756,156665,164136
Q9UIA9,XPO7_HUMAN,XPO7,Exportin-7,19,19,198135,198393,201711
Q9UIC8,LCMT1_HUMAN,LCMT1,Leucine carboxyl methyltransferase 1,4,4,30416.7,19279,26019.3
Q9UID3,VPS51_HUMAN,VPS51,Vacuolar protein sorting-associated protein 51 homolog,10,10,33455.2,30512.3,29087.7
Q9UID6,ZN639_HUMAN,ZNF639,Zinc finger protein 639,1,1,1846.56,2096.8,3266.7
Q9UIF8,BAZ2B_HUMAN,BAZ2B,Bromodomain adjacent to zinc finger domain protein 2B,1,1,,,
Q9UIF9,BAZ2A_HUMAN,BAZ2A,Bromodomain adjacent to zinc finger domain protein 2A,4,4,8966.45,13019.9,10639.4
Q9UIG0,BAZ1B_HUMAN,BAZ1B,Tyrosine-protein kinase BAZ1B,20,20,144310,133733,131706
Q9UIG8,SO3A1_HUMAN,SLCO3A1,Solute carrier organic anion transporter family member 3A1,1,1,4973.64,2950.94,4545.74
Q9UII4,HERC5_HUMAN,HERC5,E3 ISG15--protein ligase HERC5,2,2,13761.9,12536.9,18200.3
Q9UIJ7,KAD3_HUMAN,AK3,"GTP:AMP phosphotransferase AK3, mitochondrial",6,6,99553.2,98783.5,103096
Q9UIK4,DAPK2_HUMAN,DAPK2,Death-associated protein kinase 2,1,1,,,
Q9UIM3,FKBPL_HUMAN,FKBPL,FK506-binding protein-like,1,1,2450.63,3041.1,5374.05
Q9UIQ6,LCAP_HUMAN,LNPEP,Leucyl-cystinyl aminopeptidase,15,15,62465.9,53215,53272.2
Q9UIS9,MBD1_HUMAN,MBD1,Methyl-CpG-binding domain protein 1,2,2,6961.11,5684.06,11043.6
Q9UIU6,SIX4_HUMAN,SIX4,Homeobox protein SIX4,1,1,1203.57,,2342.46
Q9UIV1,CNOT7_HUMAN,CNOT7,CCR4-NOT transcription complex subunit 7,3,3,15377.2,10731.6,11427
Q9UIW2,PLXA1_HUMAN,PLXNA1,Plexin-A1,2,2,7674.71,,
Q9UJ41,RABX5_HUMAN,RABGEF1,Rab5 GDP/GTP exchange factor,4,4,9235.39,8447.22,9386.23
Q9UJ68,MSRA_HUMAN,MSRA,Mitochondrial peptide methionine sulfoxide reductase,1,1,,,7148.62
Q9UJ70,NAGK_HUMAN,NAGK,N-acetyl-D-glucosamine kinase,6,6,66348.1,57749.3,56449
Q9UJ83,HACL1_HUMAN,HACL1,2-hydroxyacyl-CoA lyase 1,4,4,44309.9,36616.3,36814.6
Q9UJA5,TRM6_HUMAN,TRMT6,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,4,4,9887.36,7584.8,11080.1
Q9UJC3,HOOK1_HUMAN,HOOK1,Protein Hook homolog 1,7,7,27508.2,27208,38038.7
Q9UJF2,NGAP_HUMAN,RASAL2,Ras GTPase-activating protein nGAP,5,5,12921.9,10941.8,9945.28
Q9UJG1,MSPD1_HUMAN,MOSPD1,Motile sperm domain-containing protein 1,1,1,11606.9,21543.9,
Q9UJK0,TSR3_HUMAN,TSR3,18S rRNA aminocarboxypropyltransferase,2,2,9177.43,14086.4,11568
Q9UJS0,S2513_HUMAN,SLC25A13,"Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial",13,9,186373,179740,176300
Q9UJU6,DBNL_HUMAN,DBNL,Drebrin-like protein,7,7,144654,151437,146762
Q9UJV9,DDX41_HUMAN,DDX41,Probable ATP-dependent RNA helicase DDX41,16,16,37091.2,33240.9,30009
Q9UJW0,DCTN4_HUMAN,DCTN4,Dynactin subunit 4,7,7,56203.9,55529.6,52494
Q9UJX2,CDC23_HUMAN,CDC23,Cell division cycle protein 23 homolog,11,11,53794.2,43590,55775.9
Q9UJX3,APC7_HUMAN,ANAPC7,Anaphase-promoting complex subunit 7,12,12,72463,65389.7,60926.3
Q9UJX4,APC5_HUMAN,ANAPC5,Anaphase-promoting complex subunit 5,8,8,17880.5,15789.1,13495.4
Q9UJX5,APC4_HUMAN,ANAPC4,Anaphase-promoting complex subunit 4,8,8,21062.4,26612.4,26843.3
Q9UJX6,ANC2_HUMAN,ANAPC2,Anaphase-promoting complex subunit 2,6,6,26004.2,26743,22863.9
Q9UJY1,HSPB8_HUMAN,HSPB8,Heat shock protein beta-8,1,1,,39924.2,35746.2
Q9UJY4,GGA2_HUMAN,GGA2,ADP-ribosylation factor-binding protein GGA2,1,1,,2184.41,3539.72
Q9UJY5,GGA1_HUMAN,GGA1,ADP-ribosylation factor-binding protein GGA1,2,2,12739,20533.3,15918
Q9UJZ1,STML2_HUMAN,STOML2,"Stomatin-like protein 2, mitochondrial",5,5,266194,328560,313403
Q9UK22,FBX2_HUMAN,FBXO2,F-box only protein 2,1,1,10729.4,9511.49,14623.6
Q9UK23,NAGPA_HUMAN,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,2,2,,3408.82,6993.57
Q9UK41,VPS28_HUMAN,VPS28,Vacuolar protein sorting-associated protein 28 homolog,2,2,3951,10050.4,8541.46
Q9UK59,DBR1_HUMAN,DBR1,Lariat debranching enzyme,7,7,65791.2,62043,68851.9
Q9UK61,TASOR_HUMAN,TASOR,Protein TASOR,17,17,28266.6,26226.5,26346.3
Q9UK73,FEM1B_HUMAN,FEM1B,Protein fem-1 homolog B,1,1,,,
Q9UK76,JUPI1_HUMAN,JPT1,Jupiter microtubule associated homolog 1,4,4,221770,211698,224364
Q9UK97,FBX9_HUMAN,FBXO9,F-box only protein 9,1,1,1150.15,,
Q9UK99,FBX3_HUMAN,FBXO3,F-box only protein 3,2,2,8787.86,5561.63,
Q9UKA9,PTBP2_HUMAN,PTBP2,Polypyrimidine tract-binding protein 2,1,1,91712.6,200637,
Q9UKB1;Q9Y297,FBW1A_HUMAN;FBW1B_HUMAN,BTRC;FBXW11,F-box/WD repeat-containing protein 11,2,0,5669.81,6468.8,
Q9UKB3,DJC12_HUMAN,DNAJC12,DnaJ homolog subfamily C member 12,2,2,1793.42,2045.36,
Q9UKD1,GMEB2_HUMAN,GMEB2,Glucocorticoid modulatory element-binding protein 2,2,2,18967.1,13168.9,17566.1
Q9UKD2,MRT4_HUMAN,MRTO4,mRNA turnover protein 4 homolog,7,7,174738,123052,127633
Q9UKF6,CPSF3_HUMAN,CPSF3,Cleavage and polyadenylation specificity factor subunit 3,8,8,78916.3,72824.6,72655.9
Q9UKG1,DP13A_HUMAN,APPL1,DCC-interacting protein 13-alpha,6,6,77554,73310,75185.4
Q9UKI8,TLK1_HUMAN,TLK1,Serine/threonine-protein kinase tousled-like 1,1,1,13467.3,,11698.2
Q9UKJ3,GPTC8_HUMAN,GPATCH8,G patch domain-containing protein 8,7,6,11976.6,15421.4,14179.1
Q9UKK3,PARP4_HUMAN,PARP4,Protein mono-ADP-ribosyltransferase PARP4,7,7,19430.1,24072.4,19987.5
Q9UKK9,NUDT5_HUMAN,NUDT5,ADP-sugar pyrophosphatase,5,5,402959,321208,280710
Q9UKL0,RCOR1_HUMAN,RCOR1,REST corepressor 1,3,3,45253.7,44871.7,37035.6
Q9UKL3,C8AP2_HUMAN,CASP8AP2,CASP8-associated protein 2,2,2,3482.41,,
Q9UKM7,MA1B1_HUMAN,MAN1B1,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",4,4,63170.6,58768.1,53291
Q9UKM9,RALY_HUMAN,RALY,RNA-binding protein Raly,6,6,628560,623639,656247
Q9UKN8,TF3C4_HUMAN,GTF3C4,General transcription factor 3C polypeptide 4,12,12,86753,66772.7,58251.7
Q9UKR5,ERG28_HUMAN,ERG28,Ergosterol biosynthetic protein 28 homolog,2,2,13483.3,22204.5,10446.4
Q9UKS6,PACN3_HUMAN,PACSIN3,Protein kinase C and casein kinase substrate in neurons protein 3,10,10,183938,191186,191848
Q9UKT5,FBX4_HUMAN,FBXO4,F-box only protein 4,2,2,6758.84,7160.11,5211.34
Q9UKT7,FBXL3_HUMAN,FBXL3,F-box/LRR-repeat protein 3,2,2,,,
Q9UKV3,ACINU_HUMAN,ACIN1,Apoptotic chromatin condensation inducer in the nucleus,19,19,205454,230754,203621
Q9UKV8,AGO2_HUMAN,AGO2,Protein argonaute-2,17,14,56628.6,50785.9,48855.6
Q9UKX7,NUP50_HUMAN,NUP50,Nuclear pore complex protein Nup50,9,9,90852.9,90036.1,84398.8
Q9UKY1,ZHX1_HUMAN,ZHX1,Zinc fingers and homeoboxes protein 1,5,5,9058.28,6136.94,5980.87
Q9UKY7,CDV3_HUMAN,CDV3,Protein CDV3 homolog,3,3,207624,221112,227152
Q9UKZ1,CNO11_HUMAN,CNOT11,CCR4-NOT transcription complex subunit 11,2,2,15794.9,17460.5,17201.3
Q9UKZ9,PCOC2_HUMAN,PCOLCE2,Procollagen C-endopeptidase enhancer 2,2,2,,4509.6,3395.54
Q9UL03,INT6_HUMAN,INTS6,Integrator complex subunit 6,9,8,21440.4,26710.8,16977
Q9UL15,BAG5_HUMAN,BAG5,BAG family molecular chaperone regulator 5,8,8,52827.9,43504.5,44185.5
Q9UL25,RAB21_HUMAN,RAB21,Ras-related protein Rab-21,6,6,251989,207036,214584
Q9UL33,TPC2L_HUMAN,TRAPPC2L,Trafficking protein particle complex subunit 2-like protein,3,3,8470.44,21474.9,20163.1
Q9UL40,ZN346_HUMAN,ZNF346,Zinc finger protein 346,6,6,35755.7,31867.7,27982.6
Q9UL46,PSME2_HUMAN,PSME2,Proteasome activator complex subunit 2,3,3,504188,447105,392173
Q9UL63,MKLN1_HUMAN,MKLN1,Muskelin,1,1,,,
Q9ULA0,DNPEP_HUMAN,DNPEP,Aspartyl aminopeptidase,5,5,36270.7,41602.5,34659.1
Q9ULC3,RAB23_HUMAN,RAB23,Ras-related protein Rab-23,3,3,17758.6,12252.7,11338.6
Q9ULC4,MCTS1_HUMAN,MCTS1,Malignant T-cell-amplified sequence 1,5,3,389010,449505,441615
Q9ULC5,ACSL5_HUMAN,ACSL5,Long-chain-fatty-acid--CoA ligase 5,6,5,12417,13243.5,12925.9
Q9ULD2,MTUS1_HUMAN,MTUS1,Microtubule-associated tumor suppressor 1,1,1,340.345,,
Q9ULF5,S39AA_HUMAN,SLC39A10,Zinc transporter ZIP10,3,3,50471,58593.9,55187.2
Q9ULG1,INO80_HUMAN,INO80,Chromatin-remodeling ATPase INO80,8,8,10703.7,7545.97,9185.95
Q9ULG6,CCPG1_HUMAN,CCPG1,Cell cycle progression protein 1,4,4,36844.4,54237.2,41625.9
Q9ULH0,KDIS_HUMAN,KIDINS220,Kinase D-interacting substrate of 220 kDa,6,6,,19509,19854.1
Q9ULH1,ASAP1_HUMAN,ASAP1,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",2,0,3587.03,3945.37,4352.24
Q9ULH7,MRTFB_HUMAN,MRTFB,Myocardin-related transcription factor B,1,1,,8102.06,8933.39
Q9ULI0,ATD2B_HUMAN,ATAD2B,ATPase family AAA domain-containing protein 2B,3,3,5135.15,16686.5,9401.91
Q9ULI3,HEG1_HUMAN,HEG1,Protein HEG homolog 1,1,1,3896.46,3828.27,4928.75
Q9ULJ3,ZBT21_HUMAN,ZBTB21,Zinc finger and BTB domain-containing protein 21,6,6,11249.3,12817.9,10520.3
Q9ULJ7,ANR50_HUMAN,ANKRD50,Ankyrin repeat domain-containing protein 50,5,5,2807.07,2836.2,
Q9ULJ8,NEB1_HUMAN,PPP1R9A,Neurabin-1,4,4,4258.99,9576.5,7946.74
Q9ULK4,MED23_HUMAN,MED23,Mediator of RNA polymerase II transcription subunit 23,8,8,24518.8,22711.7,26045.3
Q9ULL5,PRR12_HUMAN,PRR12,Proline-rich protein 12,1,1,8932.29,13089.8,11356.7
Q9ULM3,YETS2_HUMAN,YEATS2,YEATS domain-containing protein 2,1,1,1272.31,,2309.98
Q9ULP9,TBC24_HUMAN,TBC1D24,TBC1 domain family member 24,4,4,18630.6,17893.5,16250.7
Q9ULQ1,TPC1_HUMAN,TPCN1,Two pore channel protein 1,2,2,1865.04,2608.39,2911.93
Q9ULR0,ISY1_HUMAN,ISY1,Pre-mRNA-splicing factor ISY1 homolog,2,2,32778.8,43455.1,37921.9
Q9ULT8,HECD1_HUMAN,HECTD1,E3 ubiquitin-protein ligase HECTD1,21,21,27295.1,26744.9,27118.6
Q9ULU4,ZMYD8_HUMAN,ZMYND8,MYND-type zinc finger-containing chromatin reader ZMYND8,8,8,27904.8,27051.3,29784.9
Q9ULV0,MYO5B_HUMAN,MYO5B,Unconventional myosin-Vb,1,1,,,
Q9ULV3,CIZ1_HUMAN,CIZ1,Cip1-interacting zinc finger protein,4,4,4062.47,7434.71,5853.03
Q9ULV4,COR1C_HUMAN,CORO1C,Coronin-1C,10,9,345047,374082,350173
Q9ULW0,TPX2_HUMAN,TPX2,Targeting protein for Xklp2,13,13,43702.2,45231.7,49608.6
Q9ULW3,ABT1_HUMAN,ABT1,Activator of basal transcription 1,2,2,24818,30610.7,24221.5
Q9ULX3,NOB1_HUMAN,NOB1,RNA-binding protein NOB1,3,3,32198.4,19279.7,14145.4
Q9ULX6,AKP8L_HUMAN,AKAP8L,A-kinase anchor protein 8-like,7,7,65867.8,76501.9,76314.3
Q9ULX9,MAFF_HUMAN,MAFF,Transcription factor MafF,1,1,,2546.3,3230.84
Q9UM00,TMCO1_HUMAN,TMCO1,Calcium load-activated calcium channel,1,1,221285,208847,213133
Q9UM13,APC10_HUMAN,ANAPC10,Anaphase-promoting complex subunit 10,3,3,8663.55,7381.13,7669.05
