Protein.Group,Protein.Names,Genes,First.Protein.Description,N.Sequences,N.Proteotypic.Sequences,150H100Y_1,150H100Y_2,150H100Y_3,200H50Y_1,200H50Y_2,200H50Y_3,240H10Y_1,240H10Y_2,240H10Y_3
Q04120,TSA2_YEAST,TSA2,Peroxiredoxin TSA2,2,2,62607.3,41113.6,44483.7,26267.1,23488.3,15358.4,3699.93,,5161.55
Q04175,SXM1_YEAST,SXM1,Importin beta SMX1,10,10,120173,114618,98282.5,38849,64670.6,54387.3,6898.74,25799,10123.5
Q04178,HPRT_YEAST,HPT1,Hypoxanthine-guanine phosphoribosyltransferase,9,9,330784,272817,262042,151339,162410,136619,33650.3,33344.2,31646.4
Q04179,URH1_YEAST,URH1,Uridine nucleosidase,3,3,7460.92,14881.9,11744.8,6055.42,9083.37,5457.94,,2321.47,2586.27
Q04182,PDR15_YEAST,PDR15,ATP-dependent permease PDR15,4,4,46006.4,37438.9,38209.2,24254,25480.4,19465.9,,,13335.9
Q04183,TR120_YEAST,TRS120,Trafficking protein particle complex II-specific subunit 120,3,3,8102.84,5436.66,15571.4,5340.92,3269.42,5242.78,,,
Q04199,CAC2_YEAST,CAC2,Chromatin assembly factor 1 subunit p60,1,1,14801.8,39705.3,40648.8,,,,,,
Q04206,TF65_HUMAN,RELA,Transcription factor p65,7,7,101171,114053,124501,109425,148310,144930,98640,132107,120993
Q04212,ARA2_YEAST,ARA2,D-arabinose 1-dehydrogenase,1,1,49627.5,50449,58941.3,35648.4,29786.9,,,,
Q04213,IOC4_YEAST,IOC4,ISWI one complex protein 4,1,1,3149.77,2821.07,2098.05,,,,,,
Q04214;Q12490,YB11B_YEAST;YM13B_YEAST,TY1B-BL;TY1B-MR1,Transposon Ty1-MR1 Gag-Pol polyprotein,2,0,64912.5,82217.3,91970.2,28825.6,36521.3,41294.6,11338,13867.6,
Q04217,DHR1_YEAST,ECM16,Probable ATP-dependent RNA helicase DHR1,6,6,18603.6,17506.5,15503.2,8121.32,10214,8559.1,,3975.12,
Q04225,RRB1_YEAST,RRB1,Ribosome assembly protein RRB1,4,4,94406.9,108794,112565,39351.3,63985.3,48695.2,14606.6,12166.8,7899.78
Q04226,TAF11_YEAST,TAF11,Transcription initiation factor TFIID subunit 11,1,1,7807.29,5939.68,9272.73,1691.24,1988.54,4392.69,,,
Q04228,UBX2_YEAST,UBX2,UBX domain-containing protein 2,4,4,41360.9,31710.1,28320.8,12875.3,8675.73,17302,8675.73,4475.14,
Q04264,PDS5_YEAST,PDS5,Sister chromatid cohesion protein PDS5,4,4,27640.4,17255.1,20800.2,11803.6,8346.45,9047.86,,,
Q04279,SEG1_YEAST,SEG1,Eisosome protein SEG1,5,5,21094.9,24762,29708.9,8284.83,10578.1,10094.1,,,
Q04304,YMY0_YEAST,YMR090W,UPF0659 protein YMR090W,5,5,83081.7,58791.1,57675.4,26169.9,34535.5,26254.5,8961.99,6886.27,6048.07
Q04305,UTP15_YEAST,UTP15,U3 small nucleolar RNA-associated protein 15,3,3,41064.5,46102.1,48837.8,8159.06,15770.7,22223.4,,,
Q04322,GYL1_YEAST,GYL1,Probable GTPase-activating protein GYL1,6,6,25052.4,29637.7,25031.4,10160.2,13489.7,11655,,,
Q04323,UBXN1_HUMAN,UBXN1,UBX domain-containing protein 1,4,4,204218,231559,205730,216443,269207,248482,206026,219450,211192
Q04336,YM54_YEAST,YMR196W,Uncharacterized protein YMR196W,9,9,135713,137771,130415,49315.5,77013.7,67524.8,13849.4,13488.7,8960.53
Q04338,VTI1_YEAST,VTI1,t-SNARE VTI1,2,2,53911.6,74027.8,71002.9,26106,34919.1,35913.2,5588.44,8354.47,6923.38
Q04341,MIX14_YEAST,MIX14,Mitochondrial intermembrane space cysteine motif-containing protein MIX14,1,1,31377.9,32343.7,32847.6,11946.3,10053,10518.4,1430.15,,2882.3
Q04344,HNT1_YEAST,HNT1,Adenosine 5'-monophosphoramidase HNT1,3,3,271781,214679,201977,105302,158465,166522,25879,24040.6,26431.5
Q04347,BUD22_YEAST,BUD22,Bud site selection protein 22,1,1,9939.84,7140.69,11136.9,2529.28,4545.29,2434.41,,,
Q04370,PEX12_YEAST,PEX12,Peroxisome assembly protein 12,1,1,1910.71,1843.49,846.653,,,,,,
Q04371,ARMT1_YEAST,YMR027W,Damage-control phosphatase YMR027W,12,12,158879,131877,134251,58910.9,74688.3,69282.6,22204.3,24614.4,22047.2
Q04372,TAP42_YEAST,TAP42,Type 2A phosphatase-associated protein 42,2,2,20982.4,11793.8,14869.6,,10532.6,,,,
Q04373,PUF6_YEAST,PUF6,Pumilio homology domain family member 6,5,5,54623.8,55157.2,59611.9,25217.4,32749.4,28317.3,10579.3,8803.73,7253.58
Q04401,SDHF3_YEAST,SDH7,"Succinate dehydrogenase assembly factor 3, mitochondrial",1,1,12147.4,19121.9,23095.9,,11218.4,,,,
Q04409,EMI2_YEAST,EMI2,Putative glucokinase-2,14,14,438549,531965,535546,191842,266055,253085,50827.8,66953.6,70969.2
Q04410,GRH1_YEAST,GRH1,GRASP65 homolog protein 1,2,2,16461,14231.1,13501.8,5002.4,,8772.38,,,
Q04418,RBA50_YEAST,RBA50,RNA polymerase II-associated protein RBA50,5,5,12204.6,10847.3,11757.8,,4763.36,4228.73,,,
Q04430,PANK_YEAST,CAB1,Pantothenate kinase CAB1,3,3,31742.6,44509,41351.4,16330.2,18278.2,18193.7,,3410.62,
Q04432,HSP31_YEAST,HSP31,Glutathione-independent glyoxalase HSP31,2,2,50006.6,57755.3,44030.9,19239.6,19488.4,11700.9,,8322.03,4173.53
Q04438,SPG4_YEAST,SPG4,Stationary phase protein 4,5,5,186552,193564,184002,59896,95149.9,84470.1,17373,12680.9,18785.3
Q04439,MYO5_YEAST,MYO5,Myosin-5,8,8,94599.4,80677.8,73235.4,38492.3,43133.5,36998.5,8427.09,8033.27,10060.8
Q04446,GLGB_HUMAN,GBE1,"1,4-alpha-glucan-branching enzyme",9,9,208692,239657,209555,203364,288243,270134,226558,234719,218747
Q04458,HFD1_YEAST,HFD1,Fatty aldehyde dehydrogenase HFD1,3,3,169916,140896,146378,59197.9,64732.1,65507.5,34551.1,,28762.2
Q04471,YM04_YEAST,YMR114C,Abasic site processing protein YMR114C,2,2,,16699.1,18150.5,,,,,,
Q04472,MGR3_YEAST,MGR3,Mitochondrial inner membrane i-AAA protease supercomplex subunit MGR3,2,2,15699,18552.7,22877.2,8102.69,13648.4,10090.3,,,3278.08
Q04491,SEC13_YEAST,SEC13,Protein transport protein SEC13,7,7,384014,450550,406391,152366,193134,197995,31155.3,36377.1,35127.8
Q04493,PFD5_YEAST,GIM5,Prefoldin subunit 5,3,3,184326,141630,119399,56529.8,87236.3,75063.5,,18430.6,12852.3
Q04500,UTP14_YEAST,UTP14,U3 small nucleolar RNA-associated protein 14,4,4,19290.5,25844.9,19058.4,10211.9,13849.7,15126.2,,,
Q04585,YDR09_YEAST,YDR109C,D-ribulokinase YDR109C,1,1,2583.9,5283.96,,,,,,,
Q04599,RM01_YEAST,MRPL1,Large ribosomal subunit protein uL1m,1,1,,17784.2,16974.1,,,,,,
Q04600,TMA64_YEAST,TMA64,Translation machinery-associated protein 64,2,2,4353.89,6634.8,5464.89,,3051.69,,,1816.37,
Q04602,VBA4_YEAST,VBA4,Vacuolar basic amino acid transporter 4,3,3,24190,34670.4,39376.8,7834.67,18833.9,11283.9,4613.52,1971.45,4191.83
Q04603,DPB4_YEAST,DPB4,DNA polymerase epsilon subunit D,3,3,63757.2,43560.2,64177.1,17896.5,22649.8,31025.5,,11590.8,
Q04632,COG8_YEAST,COG8,Conserved oligomeric Golgi complex subunit 8,4,4,14471.3,14590.1,11295.9,12723.4,11683.9,6494.85,,,
Q04636,POB3_YEAST,POB3,FACT complex subunit POB3,7,7,85401.1,94300.9,101911,33075.7,45134.1,47880,12854.7,10126.9,9509.33
Q04637,IF4G1_HUMAN,EIF4G1,Eukaryotic translation initiation factor 4 gamma 1,26,23,510136,514271,446593,490601,688300,629298,492650,525819,481863
Q04651,ERV41_YEAST,ERV41,ER-derived vesicles protein ERV41,1,1,21366.4,19806.2,16771.3,7002.35,9869.56,11136.7,,,
Q04656,ATP7A_HUMAN,ATP7A,Copper-transporting ATPase 1,12,11,31585.5,36687.5,33708.8,39713.6,46978.2,44676.2,32677.4,38627.9,35105.7
Q04660,ERB1_YEAST,ERB1,Ribosome biogenesis protein ERB1,6,6,36252,37488.6,35950.9,18215,12389.3,14228.4,,5777.98,
Q04693,RSE1_YEAST,RSE1,Pre-mRNA-splicing factor RSE1,2,2,68222.5,27555.8,65565.3,,30435.8,23259.5,,,
Q04695,K1C17_HUMAN,KRT17,"Keratin, type I cytoskeletal 17",19,12,5.72E+06,6.95E+06,7.20E+06,6.27E+06,8.36E+06,8.42E+06,6.88E+06,7.64E+06,7.13E+06
Q04697,GSF2_YEAST,GSF2,Glucose-signaling factor 2,9,9,419952,389381,362283,167270,206291,184586,33036.3,40027,34465.7
Q04721,NOTC2_HUMAN,NOTCH2,Neurogenic locus notch homolog protein 2,11,11,22673.9,20625.3,19324.8,26410.8,31697,26385.4,19872.1,25737.3,22033.7
Q04726,TLE3_HUMAN,TLE3,Transducin-like enhancer protein 3,9,8,86061.8,86539.6,103279,105972,119845,118265,108860,115643,106249
Q04728,ARGJ_YEAST,ARG7,"Arginine biosynthesis bifunctional protein ArgJ, mitochondrial",6,6,42864.5,40766.6,30059.8,17606.4,23008.6,17586.8,14585.1,14690.4,
Q04739,GAL83_YEAST,GAL83,SNF1 protein kinase subunit beta-3,1,1,39062.1,22734.1,,,19588.9,,,,
Q04760,LGUL_HUMAN,GLO1,Lactoylglutathione lyase,5,5,651425,527000,476299,602570,732479,648893,618577,585068,606595
Q04773,YMW4_YEAST,YMR074C,Uncharacterized protein YMR074C,3,3,110020,109583,91421.7,38031.1,55291.2,49601.9,10386.2,13081.6,9994.53
Q04779,RCO1_YEAST,RCO1,Transcriptional regulatory protein RCO1,1,1,1175.18,1718.32,2571.75,,,,,,
Q04781,LTN1_YEAST,RKR1,E3 ubiquitin-protein ligase listerin,4,4,17456,15434.9,19064.4,5170.88,7320.34,4535.91,,,4274.32
Q04792,DCE_YEAST,GAD1,Glutamate decarboxylase,12,12,118192,117858,109224,50751.8,68933.3,54015.4,23666,15393.7,11014
Q04837,SSBP_HUMAN,SSBP1,"Single-stranded DNA-binding protein, mitochondrial",4,4,878692,1.01E+06,939108,915629,1.16E+06,1.27E+06,859461,1.11E+06,1.11E+06
Q04839,GFD1_YEAST,GFD1,mRNA transport factor GFD1,1,1,12146.3,,7684.68,,2898.93,,,,
Q04847,ROY1_YEAST,ROY1,Non-SCF-type F-box protein ROY1,3,3,15259.3,10289.6,14521,5027.47,8501.35,,,,
Q04864,REL_HUMAN,REL,Proto-oncogene c-Rel,3,3,27506.1,24215.8,33485.9,32033.9,34015.6,20786.4,35271,34755.7,27978.3
Q04868,ELP6_YEAST,ELP6,Elongator complex protein 6,1,1,13752.2,7435.95,,,,,,,
Q04869,YM94_YEAST,YMR315W,Uncharacterized protein YMR315W,6,6,319379,296818,307047,133806,172994,183694,30386.7,31317.8,36103.9
Q04894,ADH6_YEAST,ADH6,NADP-dependent alcohol dehydrogenase 6,8,8,493504,484541,373148,201220,244266,209363,42723.2,37909.6,40007.1
Q04912,RON_HUMAN,MST1R,Macrophage-stimulating protein receptor,7,7,10879.1,8762.31,8118.64,11229,10401.9,14670.8,9060.52,9430.16,9590.5
Q04917,1433F_HUMAN,YWHAH,14-3-3 protein eta,6,6,438973,561081,462597,516566,658495,701669,476479,564810,640663
Q04922,MFB1_YEAST,MFB1,Mitochondrial F-box protein MFB1,1,1,8813.58,7397.86,5675.49,,,,,,
Q04924,GLU2B_YEAST,GTB1,Glucosidase 2 subunit beta,4,4,12835.2,8532.91,9476.06,,4825.17,6084.39,,,
Q04934,IVY1_YEAST,IVY1,Protein IVY1,2,2,22041.2,18564.5,22571.2,6713.68,9559.01,15209.6,,,
Q04941,PLP2_HUMAN,PLP2,Proteolipid protein 2,1,1,2.70E+06,3.56E+06,3.47E+06,3.14E+06,3.96E+06,4.06E+06,3.72E+06,3.62E+06,3.68E+06
Q04947,RTN1_YEAST,RTN1,Reticulon-like protein 1,8,8,2.00E+06,2.04E+06,2.05E+06,803084,1.15E+06,969338,199280,217816,189167
Q04951,SCW10_YEAST,SCW10,Probable family 17 glucosidase SCW10,3,3,11921.5,21184.1,20751.8,5450.91,6200.86,7535.72,3257.26,2012.3,
Q04952,FKS3_YEAST,FKS3,"1,3-beta-glucan synthase component FKS3",1,1,24775.9,27274,21286,,16228.1,14846.1,,,1358.15
Q04958,NTE1_YEAST,NTE1,Lysophospholipase NTE1,3,3,9194.09,14734.6,10711.5,4868.75,6368.86,7526.57,374.129,,
Q04969,SPC2_YEAST,SPC2,Signal peptidase complex subunit 2,1,1,25818.8,36258.7,36146.8,11428.6,14079.6,21833.9,8453.84,6807.48,4586.76
Q04991,FMP42_YEAST,FMP42,Protein FMP42,1,1,47915.2,37329,28648.4,19344.5,28051.9,12099.9,,,
Q05015,FSH2_YEAST,FSH2,Family of serine hydrolases 2,1,1,11829.9,20168.6,16092.7,4305.62,8196.79,6903.23,,3712.78,
Q05016,YM71_YEAST,YMR226C,NADP-dependent 3-hydroxy acid dehydrogenase,7,7,649568,576332,566899,271924,323659,284282,67844,75490.9,62455.9
Q05021,TAF7_YEAST,TAF7,Transcription initiation factor TFIID subunit 7,3,3,6524.51,3638.51,6921.05,2082.8,3582.43,2350.07,,,
Q05022,RRP5_YEAST,RRP5,rRNA biogenesis protein RRP5,27,27,177564,169187,163475,62604.4,94784,82465.3,21629.7,19089.8,17094.3
Q05029,BCH1_YEAST,BCH1,Protein BCH1,5,5,45543.4,35473.8,36290,14427.1,28313,22705,3643.78,2608.03,3846.59
Q05040,FAR8_YEAST,FAR8,Factor arrest protein 8,5,5,31360.5,32662.9,28700.2,11258.4,13466.2,16589.8,,4341.99,
Q05048,CSTF1_HUMAN,CSTF1,Cleavage stimulation factor subunit 1,5,5,100429,90505,83139.6,114021,123074,110551,99043.2,106225,96822.1
Q05050,EIS1_YEAST,EIS1,Eisosome protein 1,17,17,269800,271615,282445,94856.9,137180,135867,27403.6,25696.5,28287.1
Q05086,UBE3A_HUMAN,UBE3A,Ubiquitin-protein ligase E3A,11,11,22265.7,29371.3,29737.1,25592.3,36958.8,30324.3,30041.1,30328.2,31343
Q05123,ARP9_YEAST,ARP9,Actin-like protein ARP9,3,3,51501.6,56507.3,45118.4,22344.4,27490.1,19843.5,4803.75,6525.94,
Q05209,PTN12_HUMAN,PTPN12,Tyrosine-protein phosphatase non-receptor type 12,8,8,29247.8,33019.4,36943.8,34922.9,45561,43591.2,28413.4,34274.1,34652.6
Q05359,ERP1_YEAST,ERP1,Protein ERP1,4,4,314733,309235,237895,109502,172877,149861,24841.1,21060.1,17822.1
Q05397,FAK1_HUMAN,PTK2,Focal adhesion kinase 1,8,8,31473.4,31218.8,30493.4,33476.9,45135.2,38569.8,42557.6,35645.7,31603.5
Q05468,RQC1_YEAST,RQC1,Ribosome quality control complex subunit 1,5,5,39682.6,22015.5,18720.9,9139.14,14650,,,,
Q05471,SWR1_YEAST,SWR1,Helicase SWR1,2,2,,3541.93,6425.6,4370.19,,,,,
Q05498,FCF1_YEAST,FCF1,rRNA-processing protein FCF1,1,1,2434.76,2216.26,2694.43,,,2474.38,,,
Q05506,SYRC_YEAST,YDR341C,"Arginine--tRNA ligase, cytoplasmic",17,16,379040,328914,331725,136489,178508,181467,39179.4,37910.2,40849.5
Q05515,SVF1_YEAST,SVF1,Ceramide-binding protein SVF1,7,7,207659,220744,213800,84305.4,99588.6,81413.1,11440.4,25763.1,23806.8
Q05518,PAL1_YEAST,PAL1,Protein PAL1,4,4,26284.9,30521.3,31176.4,10791.4,16824.7,15654.8,7360.89,7741.13,7059.98
Q05519,SRS11_HUMAN,SRSF11,Serine/arginine-rich splicing factor 11,7,7,85016.1,78736.7,82578.1,87849.9,113687,92784,78719.9,84767.5,85547.6
Q05521,DPP1_YEAST,DPP1,Diacylglycerol pyrophosphate phosphatase 1,1,1,10244.2,7598.14,,,5215.68,,,,
Q05533,INM2_YEAST,INM2,Inositol monophosphatase 2,2,2,9663.23,5666.11,4762.76,3473.34,,3961.27,1020.64,,
Q05543,RT103_YEAST,RTT103,Regulator of Ty1 transposition protein 103,2,2,33645.2,31204.2,25442.2,14370.2,12233.6,9380.67,5222.04,,
Q05567,SGPL_YEAST,DPL1,Sphingosine-1-phosphate lyase,4,4,152000,121466,145250,56560,66375.2,55265.4,,30784,
Q05580,HEL2_YEAST,HEL2,E3 ubiquitin-protein ligase HEL2,4,4,14277.2,17858.1,12073.9,6945.11,7025.7,7767.16,,,
Q05584,GLO2_YEAST,GLO2,"Hydroxyacylglutathione hydrolase, cytoplasmic isozyme",5,5,143691,157573,121973,58301.4,78919.2,58316.8,11760.8,14648.5,12252.8
Q05636,RRP45_YEAST,RRP45,Exosome complex component RRP45,5,5,220904,198842,160421,85756.2,92561,104084,,53306.1,
Q05639,EF1A2_HUMAN,EEF1A2,Elongation factor 1-alpha 2,7,3,1.21E+06,1.04E+06,1.00E+06,1.27E+06,1.36E+06,1.27E+06,1.10E+06,1.14E+06,1.12E+06
Q05655,KPCD_HUMAN,PRKCD,Protein kinase C delta type,8,6,41490.3,46050.7,37283.6,49367.4,61474.2,56928.1,48358.1,55703.7,51000.3
Q05672,RBS1_YEAST,RBS1,RNA-binding suppressor of PAS kinase protein 1,1,1,8020.57,10150.5,10011.7,,9053.97,5232.19,,,
Q05682,CALD1_HUMAN,CALD1,Caldesmon,9,9,245002,275826,271398,243051,330137,337559,220104,302155,279790
Q05775,EIF3J_YEAST,HCR1,Eukaryotic translation initiation factor 3 subunit J,3,3,601674,408745,385116,169098,235924,221197,58373.8,62748,58185.4
Q05778,POC1_YEAST,PBA1,Proteasome chaperone 1,3,3,27214.7,28769.9,23221.3,13311.2,12505.2,14487.9,,,
Q05779,COQ9_YEAST,COQ9,"Ubiquinone biosynthesis protein COQ9, mitochondrial",1,1,19213.5,15635.2,12007.9,5670.96,4101.94,11735.4,,,
Q05785,ENT2_YEAST,ENT2,Epsin-2,8,6,59310,62326.2,73298.4,25457.2,31519.8,28095.9,5914.56,6447.89,8149.34
Q05787,HRD3_YEAST,HRD3,ERAD-associated E3 ubiquitin-protein ligase component HRD3,2,2,,9959.22,,,25545.3,26008.6,7832.83,11564,12226.7
Q05788,PNPH_YEAST,PNP1,Purine nucleoside phosphorylase,6,6,77245.6,64176.1,62179.4,28944.8,36211.3,34043.8,6358.86,,5054.58
Q05809,COA4_YEAST,COA4,Cytochrome oxidase assembly factor 4,2,2,35359.8,38267.1,41307.4,11933.8,17987.8,16480.6,2117.78,4129.01,2595.31
Q05812,MSC3_YEAST,MSC3,Meiotic sister-chromatid recombination protein 3,5,5,12506.9,17428.9,19012.8,6060.3,9723.86,5732.34,3996.79,,5176.74
Q05827,HOR7_YEAST,HOR7,Protein HOR7,1,1,5977.21,,10102.8,,,,,,
Q05854,YL278_YEAST,YLR278C,Uncharacterized transcriptional regulatory protein YLR278C,2,2,23632,,,,,,,,
Q05881,YL287_YEAST,YLR287C,Uncharacterized protein YLR287C,4,4,27610.9,29871.1,27588.5,10252.7,13012.3,13874.9,,4784.84,
Q05902,ECM38_YEAST,ECM38,Glutathione hydrolase proenzyme,1,1,22847.7,24437.5,21929.4,12112.2,17426.3,,4319.15,,
Q05905,HRI1_YEAST,HRI1,Protein HRI1,7,7,671234,598488,571540,256159,304558,260351,69390.2,69614.8,64300.9
Q05911,PUR8_YEAST,ADE13,Adenylosuccinate lyase,11,11,667446,671948,645183,249035,335917,333124,56883.5,73318.2,62553.2
Q05931,HSP7Q_YEAST,SSQ1,"Iron-sulfur cluster biogenesis chaperone, mitochondrial",2,2,13010.2,12705.1,11856.3,4166.45,6785.56,4929.38,,,
Q05932,FOLC_HUMAN,FPGS,"Folylpolyglutamate synthase, mitochondrial",5,5,29731.5,19855.2,21122.3,28390.2,32354.3,30765.4,24474.1,22821.3,24825.9
Q05933,ARPC3_YEAST,ARC18,Actin-related protein 2/3 complex subunit 3,2,2,119928,145603,147036,46910.6,64119.4,57345.1,7266.07,15953,12354.9
Q05946,UTP13_YEAST,UTP13,U3 small nucleolar RNA-associated protein 13,2,2,25684.9,24996.8,16951.2,8599.98,10669.7,5487.25,,,
Q05948,YL225_YEAST,YLR225C,Uncharacterized SVF1-like protein YLR225C,2,2,8534.89,6782.72,4921.09,,,5105.48,,,
Q05979,KYNU_YEAST,BNA5,Kynureninase,3,3,61812.6,46654.7,50832.7,17434.7,11400.9,24536.7,22878.2,13774.9,
Q05D32,CTSL2_HUMAN,CTDSPL2,CTD small phosphatase-like protein 2,8,8,39812.6,39173.5,44353.2,41704.3,50256.4,47150,44982.4,42520.5,38514.8
Q06010,STE23_YEAST,STE23,A-factor-processing enzyme,14,14,68320.1,79866.2,81766.3,27156.7,41844,34842.5,9095.17,6436.48,4846.76
Q06033,ITIH3_HUMAN,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,6,6,1.27E+06,1.31E+06,1.31E+06,1.24E+06,1.65E+06,1.58E+06,1.34E+06,1.50E+06,1.38E+06
Q06053,DUS3_YEAST,DUS3,tRNA-dihydrouridine(47) synthase [NAD(P)(+)],4,4,16733.2,25551.8,18157.3,5856.53,10455.6,8214.89,,,
Q06078,UTP21_YEAST,UTP21,U3 small nucleolar RNA-associated protein 21,3,3,23774.6,25392.5,21770.1,8216.57,10578.1,7820.77,13010.6,5773.06,
Q06089,YP098_YEAST,YPR098C,Uncharacterized mitochondrial outer membrane protein YPR098C,1,1,125132,124158,158985,54114.1,66840.1,79310.2,12275.1,14795.9,19298.1
Q06096,COG4_YEAST,COG4,Conserved oligomeric Golgi complex subunit 4,2,2,14866.9,16280.8,13785.7,7461.53,9002.24,,,7348.92,
Q06103,RPN7_YEAST,RPN7,26S proteasome regulatory subunit RPN7,9,9,335656,350050,373117,145655,189422,186535,39793.5,40707.1,45327.9
Q06106,MRD1_YEAST,MRD1,Multiple RNA-binding domain-containing protein 1,2,2,14074,13385.1,14241,3227.29,7530.4,6117.42,,,
Q06108,RGC1_YEAST,RGC1,Regulator of the glycerol channel 1,7,5,14444.6,16848.1,18751.3,7301.37,5897.88,5413.08,3523.9,,
Q06124,PTN11_HUMAN,PTPN11,Tyrosine-protein phosphatase non-receptor type 11,10,10,99280.2,88872.5,86846.4,102439,124684,102383,97812.4,99299.9,99547.1
Q06132,SGD1_YEAST,SGD1,Suppressor of glycerol defect protein 1,4,4,5469.61,8765.95,11612.9,,8869.62,,,,
Q06136,KDSR_HUMAN,KDSR,3-ketodihydrosphingosine reductase,2,2,88837.4,71956.7,66276.8,87683.6,95487.5,87554.6,76816.2,72700.1,71821.8
Q06137,YL345_YEAST,YLR345W,"Putative 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase YLR345W",5,5,34171.7,27912.1,22554.5,,,12884,,,3036.35
Q06142,IMB1_YEAST,KAP95,Importin subunit beta-1,2,2,71711.7,88107.9,68964.6,30360.2,38237.5,47344.4,,11120.7,
Q06143,DIC1_YEAST,DIC1,Mitochondrial dicarboxylate transporter,1,1,31668.4,37245.6,32357,14959.3,16589.7,8659.5,,,
Q06146,YL257_YEAST,YLR257W,Uncharacterized protein YLR257W,4,4,169061,165123,155296,75768.1,103071,97394.3,15006.7,16571.1,15966.7
Q06147,LCB5_YEAST,LCB5,Sphingoid long chain base kinase 5,1,1,1943.65,7685.13,3607.53,,2142.24,,,,
Q06151,DCPS_YEAST,DCS1,m7GpppX diphosphatase,4,4,146565,110608,98063.6,44314.3,49329.3,48984.3,17539.6,14776.3,12117.8
Q06156,CND1_YEAST,YCS4,Condensin complex subunit 1,2,2,740.191,741.911,536.328,,,,,,
Q06168,SFH1_YEAST,SFH1,Chromatin structure-remodeling complex subunit SFH1,3,3,21356.8,14664.8,15603.7,4785.45,,5109.2,,,
Q06169,PEX30_YEAST,PEX30,Peroxisomal membrane protein PEX30,4,4,28642.7,38306,39286.2,15774.3,18234.8,25815.4,,,
Q06177,TMA10_YEAST,TMA10,Translation machinery-associated protein 10,3,3,1.04E+06,909523,1.05E+06,423732,537237,449843,107646,120170,104279
Q06179,FMP27_YEAST,FMP27,"Protein FMP27, mitochondrial",4,4,11201.8,12930.7,8601.92,4726.48,9100.82,7491.01,,,
Q06203,PUR1_HUMAN,PPAT,Amidophosphoribosyltransferase,4,4,110710,92752.5,76116.2,96100,126359,109047,83573.1,81121.4,95913
Q06205,FKBP4_YEAST,FPR4,FK506-binding protein 4,2,2,66744.3,71217,70253.9,25575.4,42861.9,31833.9,26300.1,,
Q06210,GFPT1_HUMAN,GFPT1,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,16,14,263347,264706,278544,267733,347013,333043,252721,292299,306274
Q06213,MED10_YEAST,NUT2,Mediator of RNA polymerase II transcription subunit 10,2,2,34664.1,53499.7,75950.1,19628.3,26169.2,28286.3,,8220.54,
Q06214,JIP5_YEAST,JIP5,WD repeat-containing protein JIP5,4,4,23104.2,34858.1,33374.4,13552.1,18440.1,21373.1,,,
Q06217,SMD2_YEAST,SMD2,Small nuclear ribonucleoprotein Sm D2,2,2,59689.2,69986.8,81225.8,20176.7,37823.2,35989.1,4076.25,,4000.34
Q06218,DBP9_YEAST,DBP9,ATP-dependent RNA helicase DBP9,3,3,11048.3,7850.12,7206.42,4457.14,5586.38,4475.15,,,1830.94
Q06224,YSH1_YEAST,YSH1,Endoribonuclease YSH1,2,2,10853.6,16410.3,12292.1,5251.78,3985.83,6365.41,,,
Q06251,YL177_YEAST,YLR177W,Uncharacterized protein YLR177W,2,2,8998.06,16363.4,25316.8,4517.93,4744.72,2684.11,,,
Q06252,YL179_YEAST,YLR179C,Uncharacterized protein YLR179C,4,4,702160,573457,618413,197768,284676,299483,69903.9,77073.5,60540.8
Q06263,VTA1_YEAST,VTA1,Vacuolar protein sorting-associated protein VTA1,5,5,17855.7,30619.3,32668.4,6929.17,12131.6,14818.5,,6370.16,
Q06265,EXOS9_HUMAN,EXOSC9,Exosome complex component RRP45,7,7,100930,114572,116823,108541,145863,131964,111550,121038,115556
Q06287,NEP1_YEAST,EMG1,Ribosomal RNA small subunit methyltransferase NEP1,4,4,65546.3,63205.1,64308.6,26489.2,32177.1,22131,,,27443.5
Q06315,SKG3_YEAST,SKG3,Protein SKG3,5,5,39880.5,61835.4,59241.6,25410.4,35746.3,12359.3,4018.09,,
Q06323,PSME1_HUMAN,PSME1,Proteasome activator complex subunit 1,9,9,805299,683434,608907,705466,994620,846385,718234,670563,748080
Q06330,SUH_HUMAN,RBPJ,Recombining binding protein suppressor of hairless,4,4,15534.8,16766.8,11947.1,18955.4,23162.8,18020.2,14331.3,19269.2,15961.1
Q06336,GGA1_YEAST,GGA1,ADP-ribosylation factor-binding protein GGA1,2,2,40420.3,48700.4,64433.2,16464.9,29821.7,34573.5,4747.88,8594.17,4399.01
Q06338,BCP1_YEAST,BCP1,Protein BCP1,1,1,11779.9,12416,18989.8,8722.7,10284.9,8009.71,,,
Q06344,ESF1_YEAST,ESF1,Pre-rRNA-processing protein ESF1,6,6,39217.6,30223.3,29783.4,11204.8,15921.4,15530.2,,,
Q06385,VPS74_YEAST,VPS74,Vacuolar protein sorting-associated protein 74,3,3,184969,142187,142634,61552.5,83597.1,72745,14317.8,13533,12878
Q06389,NCS1_YEAST,FRQ1,Calcium-binding protein NCS-1,1,1,10893.1,12137.8,20671,6391.33,,6334.9,,,
